id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
1812,PRNS HOLDINGS LLC,PIMLICO REFINANCE LLC,1721 WHITE OAK AVE,PARKVILLE,2025-03-11,252500,202000
1813,GJM ENTERPRISES 2 0 LLC,TRUSTED LENDING GROUP LLC,1943 INVERTON RD,DUNDALK,2025-03-11,141001,60800
1814,1417 TAYLOR LLC,COMMERCIAL LENDER LLC,2995 YORKWAY,DUNDALK,2025-03-11,230000,184000
1815,TALENT RENOVATIONS LLC,RWA CREDIT SPV I LLC,10607 VINCENT FARM LN,WHITE MARSH,2025-03-11,280000,315945
1816,BHG VENTURES LLC,LITTLE DAVID,133 BONIFANT RD,SILVER SPRING,2025-03-11,500000,500000
1817,JONYS REAL ESTATE LLC,HOMEXPRESS MORTGAGE CORP,18723 PIKEVIEW DR,GERMANTOWN,2025-03-11,385000,269500
1818,REMUS ENTERPRISES REAL ESTATE GROUP LLC,INSULA CAPITAL GROUP LLC,8116 ROANOKE AVE,TAKOMA PARK,2025-03-11,430562,1057838
1819,IRES MD LLC,COMMERCIAL LENDING LLC,6203 BARROWFIELD CT,FORT WASHINGTON,2025-03-11,350000,400000
1820,PEDRO SOUSA-PAZ LLC,KIAVI FUNDING INC,503 MARION QUIMBY DR,STEVENSVILLE,2025-03-11,250000,187500
1821,HT LOGISTICS LLC,KIAVI FUNDING INC,1219 N POTOMAC ST,BALTIMORE,2025-03-11,80000,122500
1822,TRISPARKLES LLC,PIMLICO GROUP LLC,3026 CLIFTON PARK TER,BALTIMORE,2025-03-11,95000,120000
1823,INNOVATIVE CONTRACTING SOLUTIONS LLC,MWC CF SPV LLC,2641 N CALVERT ST,BALTIMORE,2025-03-11,224000,315000
1824,HL HANDY MAN LLC,COMMERCIAL LENDER LLC,2540 E EAGER ST,BALTIMORE,2025-03-11,40000,99995
1825,KKU ESTATE INVESTORS LLC,NOVA FINANCIAL & INV CORP,2784 W NORTH AVE,BALTIMORE,2025-03-11,55000,140000
1826,HONCHO ESTATES LLC,VERUS RESIDENTIAL LOANCO LLC,1614 CHILTON ST,BALTIMORE,2025-03-11,1235250,202500
1827,EMERSON POINT LLC,DOMINION FIN'L SERVICES LLC,3431 ELMLEY AVE,BALTIMORE,2025-03-11,95000,110000
1828,BUILD IT BETTER LLC,USA REGROWTH FUND LLC,2012 E NORTH AVE,BALTIMORE,2025-03-11,54000,120000
1829,BUILD IT BETTER LLC,JLO INVESTMENTS LLC,2008 WILKENS AVE,BALTIMORE,2025-03-11,85000,121000
1830,HENSON MANAGEMENT & REAL ESTATE LLC,LYNK INVESTMENTS LLC,853 W FAYETTE ST,BALTIMORE,2025-03-11,172000,165750
1831,ENJOY HOME MD LLC,PIMLICO REFINANCE LLC,6228 THE ALAMEDA,BALTIMORE,2025-03-10,180000,144000
1832,MD HOMES 2 LLC,PIMLICO GROUP LLC,4412 ASBURY AVE,BALTIMORE,2025-03-10,109000,85000
1833,PENNINGTON ACQUISITIONS LLC,RIVER HOLDINGS LLC,1344 HOWARD RD,GLEN BURNIE,2025-03-10,240000,290000
1834,MONOPOLY GROUP LLC,RFLF 4 LLC,4 7 SPRINGS CT,PHOENIX,2025-03-10,510000,499000
1835,SEC HOLDINGS LLC,UNITED EQUITY NETWORK LLC,7031 DUNBAR RD,DUNDALK,2025-03-10,155000,180000
1836,BIRDSON MAYFES LLC,RPIP SUB REIT LLC,4301 KENWOOD AVE,BALTIMORE,2025-03-10,212000,272000
1837,PT PROPERTIES AND CONSULTING LLC,JUMP INTO THE DARK LLC,13229 HESSONG BRIDGE RD,THURMONT,2025-03-10,525000,560000
1838,ACE HOMEBUYERS LLC,RPIP SUB REIT LLC,1809 SELKIRK RD,FOREST HILL,2025-03-10,330000,390000
1839,DCHAN LLC,WCP FUND I LLC,1238 CLAGETT DR,ROCKVILLE,2025-03-10,450000,442850
1840,HERITAGE DREAM LLC,LOAN FUNDER LLC,1900 LYTTONSVILLE RD APT 1006,SILVER SPRING,2025-03-10,182500,152000
1841,T & J HOLDING LLC,MWC CF SPV LLC,178 DAIMLER DR # 44,CAPITOL HEIGHTS,2025-03-10,180000,207000
1842,2M ESTATES LLC,BRENNAN JOHN,27136 DOGWOOD LN,MECHANICSVILLE,2025-03-10,275000,330000
1843,BELIEVE BIG LLC,UNITED EQUITY NETWORK LLC,2811 E MADISON ST,BALTIMORE,2025-03-10,61666,155000
1844,HOPE BLUEPRINT DEVELOPMENT CORPORATION,SCHRAM PETER,2114 W BALTIMORE ST,BALTIMORE,2025-03-10,36300,149040
1845,300 INTERNATIONAL 1907 LLC,PIMLICO GROUP LLC,300 INTERNATIONAL DR UNIT 1907,BALTIMORE,2025-03-09,557400,547000
1846,MD1 GALIYA LLC,COMMERCIAL LENDER LLC,4822 CLAYBURY AVE,BALTIMORE,2025-03-07,160000,427500
1847,EMERSON POINT LLC,DOMINION FIN'L SERVICES LLC,814 BELGIAN AVE,BALTIMORE,2025-03-07,97000,135000
1848,K2NC LLC,ABOVE GRADE CAPITAL LLC,1531 WADSWORTH WAY,BALTIMORE,2025-03-07,87000,155000
1849,CBD RENTALS LLC,ESCALLOP CAPITAL LLC,1619 WADSWORTH WAY,BALTIMORE,2025-03-07,155000,206000
1850,COTS D LLC,MONUMENT CITY CAPITAL LLC,4103 8TH ST,BROOKLYN,2025-03-07,103000,150000
1851,WBFF PROPERTIES LLC,UNITED EQUITY NETWORK LLC,4108 NEWBERN AVE,BALTIMORE,2025-03-07,94000,94000
1852,MD1 GALIYA LLC,COMMERCIAL LENDER LLC,3613 RAYMONN AVE,BALTIMORE,2025-03-07,125000,427500
1853,MD1 GALIYA LLC,COMMERCIAL LENDER LLC,3745 LYNDALE AVE,BALTIMORE,2025-03-07,125000,427500
1854,MD1 GALIYA LLC,COMMERCIAL LENDER LLC,3430 JUNEWAY,BALTIMORE,2025-03-07,160000,427500
1855,BLACK CAT PROPERTIES LLC,ALCOVA MORTGAGE LLC,127 HILL ST,FROSTBURG,2025-03-07,118000,88500
1856,SABAMA LLC,NEW FUNDING RESOURCES LLC,1612 JENNINGS RD,GLEN BURNIE,2025-03-07,213500,245000
1857,LUXE LIFE CONSULTING LLC,PIMLICO GROUP LLC,9168 FORT SMALLWOOD RD,PASADENA,2025-03-07,270000,295000
1858,MAKAZI 100 LLC,ARC HOME LLC,3701 ALLENSWOOD CT,RANDALLSTOWN,2025-03-07,327500,262000
1859,BUTCH AND WALLACE LLC,KIAVI FUNDING INC,205 CHURCH LN,PIKESVILLE,2025-03-07,375000,425800
1860,BUTCH AND WALLACE LLC,KIAVI FUNDING INC,CHURCH LN,PIKESVILLE,2025-03-07,375000,425800
1861,BUTCH AND WALLACE LLC,KIAVI FUNDING INC,CHURCH LN,PIKESVILLE,2025-03-07,375000,425800
1862,EVEREST HOMES LLC,PIMLICO GROUP LLC,3 HARDING ST,LUTHERVILLE TIMONIUM,2025-03-07,310000,325000
1863,AUDA TIME LLC,INVESTORS FINANCIAL TRUST LLC,5507 HEATHERWOOD RD,HALETHORPE,2025-03-07,212000,305000
1864,MD GROUP 1 LLC,LYNK INVESTMENTS LLC,10 W KINGSTON PARK LN,MIDDLE RIVER,2025-03-07,360000,441600
1865,LIGHTHOUSE ASSETS LLC,ROSEN FINANCIAL LLLP,1752 BRIGHTWELL CT,WALDORF,2025-03-07,195000,217000
1866,ARMILI LLC,NOVA FINANCIAL & INV CORP,8109 OLD HAGERSTOWN RD,MIDDLETOWN,2025-03-07,209500,335000
1867,UNION ACQUISITIONS LLC,INVESTORS FINANCIAL TRUST LLC,1514 MAPLE AVE,PERRYMAN,2025-03-07,80000,180000
1868,COLQUE LLC,FORTY TWO HOLDINGS LLC,9509 BILTMORE DR,SILVER SPRING,2025-03-07,536000,540000
1869,MARYLAND DREAM HOMES LLC,KIAVI FUNDING INC,2501 57TH AVE,HYATTSVILLE,2025-03-07,286200,352400
1870,GARCIA SERVICES LLC,LOAN FUNDER LLC,9529 TEMPLE HILL RD,CLINTON,2025-03-07,230000,198700
1871,ENP HOMES LLC,CLEAR SKY FINANCIAL LLC,1125 DEVONSHIRE DR,OXON HILL,2025-03-07,200000,300000
1872,ALLISON DRIVE LLC,KOCZERZUK STEFAN,42356 ALLISON DR,MECHANICSVILLE,2025-03-07,610000,300000
1873,FULLCO 3 LLC,BAY PRIVATE CAPITAL LLC,21705 GREAT MILLS LN,LEXINGTON PARK,2025-03-07,265000,309000
1874,NUTTERS LANE CASHFLOW COLLECTIVE LLC,LOAN FUNDER LLC,30528 NUTTERS LN,PRINCESS ANNE,2025-03-07,285000,220000
1875,CAPITAL PROGX LLC,LOAN FUNDER LLC,18007 DAVIS LN,BOONSBORO,2025-03-07,136850,104720
1876,INFINITE DESIGN & REMODELING MD INC,INVESTORS ADVANTAGE LLC,134 RAY ST,HAGERSTOWN,2025-03-07,195000,195000
1877,CAIDE VENTURES LLC,HEBRON SAVINGS BANK,8948 ATHOL RD,MARDELA SPRINGS,2025-03-07,210000,157500
1878,RIPTIDE INVESTMENTS LLC,BANK OF OCEAN CITY,11 62ND ST APT 106,OCEAN CITY,2025-03-07,150000,120000
1879,BROADKILL VENTURES LLC,STONE JESSICA,709 WALNUT ST,POCOMOKE CITY,2025-03-07,119990,120000
1880,SHARVA SOLUTIONS LLC,LOAN FUNDER LLC,251 S DURHAM ST,BALTIMORE,2025-03-07,144000,181900
1881,RANDALLSTOWN HOLDINGS LLC,PIMLICO GROUP LLC,452 PITMAN PL,BALTIMORE,2025-03-07,90000,106000
1882,JESSMM INVESTMENT LLC,VIRTUD LLC,2302 E HOFFMAN ST,BALTIMORE,2025-03-07,50000,110000
1883,TD DEVELOPMENT LLC,LAKEWOOD COMM'L FUNDING LLC,1901 CHELSEA RD,BALTIMORE,2025-03-07,200000,203500
1884,YACM LLC,DOMINION FIN'L SERVICES LLC,2912 PRESSTMAN ST,BALTIMORE,2025-03-07,460000,345000
1885,RANDALLSTOWN HOLDINGS LLC,WARD MARC,3702 HARLEM AVE,BALTIMORE,2025-03-07,86000,125000
1886,123 BANANA LANE LLC,IFP FUND I LLC,4504 MARBLE HALL RD,BALTIMORE,2025-03-06,2477000,146250
1887,CDA REMODELING LLC,IC CAPITAL LLC,3218 BAYONNE AVE,BALTIMORE,2025-03-06,90000,226000
1888,FLEET HOMES LLC,BELTWAY ASSETS LLC,3729 BEEHLER AVE,BALTIMORE,2025-03-06,76000,130000
1889,CLCKN SOLUTIONS LLC,NORMAN BRYAN,3562 HORTON AVE,BROOKLYN,2025-03-06,50000,170000
1890,CBD RENTALS LLC,UNITED EQUITY NETWORK LLC,4808 ABERDEEN AVE,BALTIMORE,2025-03-06,115000,172000
1891,MD REAL ESTATE 18 LLC,PIMLICO GROUP LLC,5207 DENMORE AVE,BALTIMORE,2025-03-06,75000,95000
1892,HERNANDEZ STONE WORK LLC,LOAN FUNDER LLC,2 BALTIMORE AVE,GLEN BURNIE,2025-03-06,255000,301000
1893,OZ MANAGEMENT LLC,SEGAN HOLDINGS LLC,3410 RIPPLE RD,WINDSOR MILL,2025-03-06,248000,248000
1894,HOMES LLC,KLAS CAPITAL LLC,8818 GREENS LN,RANDALLSTOWN,2025-03-06,225000,300000
1895,EK HOMES HOLDINGS LLC,MORTGAGE WAREHOUSE LLC,4 LONGSTREAM CT UNIT 101,BALTIMORE,2025-03-06,125000,150000
1896,EK HOMES HOLDINGS4 LLC,MORTGAGE WAREHOUSE LLC,3705 TRENT RD,RANDALLSTOWN,2025-03-06,192500,231000
1897,EMERSON POINT LLC,DOMINION FIN'L SERVICES LLC,733 CORBY RD,ESSEX,2025-03-06,141000,175000
1898,GORE PROPERTIES LLC,KIAVI FUNDING INC,2102 MOORLAND DR,BEL AIR,2025-03-06,278000,250200
1899,207 UNION AVENUE LLC,FREEDOM FEDERAL CREDIT UNION,207 S UNION AVE,HAVRE DE GRACE,2025-03-06,600000,700000
1900,HONEY PROPERTIES LLC,WCP FUND I LLC,12603 CEDARVILLE RD,BRANDYWINE,2025-03-06,215000,237150
1901,TALENT RENOVATIONS LLC,QUANTA FINANCE INC,1007 QUIETVIEW DR,CAPITOL HEIGHTS,2025-03-06,250000,262500
1902,BROOKVIEW ROAD LLC,KLAS CAPITAL LLC,7319 SUNRISE CT,GREENBELT,2025-03-06,225000,190000
1903,CHOCTAW AMERICAN INSURANCE INC,LAND HOME FIN'L SERVICES INC,7894 LAKECREST DR # 7894,GREENBELT,2025-03-06,225000,220924
1904,KIDWELL INVESTMENT GROUP LLC,CEDAR POINT FCU,22852 THREE NOTCH RD,LEXINGTON PARK,2025-03-06,227000,170250
